history_data,total,qed,sa,docking_score,smiles
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_5a1444|CROSSOVER-7b2530_3e0e6a,-7.000000,0.751469,2.571685,-7.000000,[H]c1c([H])c(Br)c(Cl)c(C([H])([H])C([H])(F)F)c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_5a1444|CROSSOVER-7b2530_542de3|CROSSOVER-5fa1dd_3dac7c,-9.900000,0.483899,1.922514,-9.900000,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c(C(=O)OC([H])([H])c3c([H])c([H])c(Br)c([H])c3Cl)c([H])c2F)c([H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_7d9114,-7.500000,0.911936,2.602674,-7.500000,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C([H])[H])c(Cl)c2[H])nn1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_7d9114|CROSSOVER-0d2e9a_3c1f4d,-8.800000,0.451070,3.053862,-8.800000,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C([H])([H])[H])c(Cl)c2[H])nn1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])c1nc(C([H])([H])C([H])([H])C([H])([H])[H])no1
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_7d9114|CROSSOVER-0d2e9a_7b2530,-7.300000,0.855668,3.077378,-7.300000,[H]c1nnc([H])c(N([H])[H])c1-c1c(F)c([H])c(C([H])([H])N([H])C([H])([H])[H])c(Cl)c1Cl
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_7d9114|CROSSOVER-0d2e9a_d7b1a6,-9.000000,0.697923,2.970000,-9.000000,[H]c1c([H])c(Cl)c([H])c(-c2c([H])c([H])c([H])c(C([H])(C(F)=C(F)F)N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_b0fde9,-7.700000,0.831875,2.465650,-7.700000,[H]c1c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])c(Cl)c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_c48f84,-8.500000,0.869894,1.570753,-8.500000,[H]c1c([H])c([H])c(C([H])N([H])C([H])([H])c2c([H])c([H])c(F)c([H])c2Cl)c([H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_c48f84|CROSSOVER-c40e47_081fd9,-8.400000,0.869894,1.570753,-8.400000,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(F)c([H])c2Cl)c([H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_51eed7|CROSSOVER-6c6732_ee40fd,-8.300000,0.832770,2.811941,-8.300000,[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])c2c(Cl)c([H])c(F)c([H])c2Cl)C([H])([H])C1([H])[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401,-9.200000,0.524437,2.391097,-9.200000,[H]c1c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])c(Oc2c([H])c([H])c(Br)c([H])c2F)c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_0e7d28,-8.200000,0.869675,1.952854,-8.200000,[H]c1c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_46d6b9,-8.500000,0.783466,1.646145,-8.500000,[H]c1c([H])c(C([H])([H])N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_46d6b9|CROSSOVER-c24f90_f76d5f|CROSSOVER-464899_5f32c6,-8.000000,0.405694,3.671826,-8.000000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])[H])c(Cl)c([H])c1N(C([H])(C(F)=C(F)F)c1oc2c(Cl)c([H])c([H])c([H])c2c1[H])C([H])(C([H])([H])[H])C([H])([H])[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_46d6b9|CROSSOVER-c24f90_f76d5f|CROSSOVER-464899_6aacaa,-5.900000,0.600828,1.413134,-5.900000,[H]c1c([H])c(C([H])([H])N([H])[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_5f738d,-9.800000,0.668658,2.169788,-9.800000,[H]c1c([H])c([H])c(Oc2c([H])c(F)c([H])c([H])c2C([H])([H])N([H])C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_5f738d|CROSSOVER-5c0edd_b5d838,-9.200000,0.524654,3.173174,-9.200000,[H]c1nc(-c2c([H])c([H])c(Oc3c([H])c([H])c([H])c([H])c3[H])c(C([H])(C(F)=C(F)F)N([H])C([H])([H])[H])c2[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_5f738d|CROSSOVER-5c0edd_d4a375,-7.800000,0.810608,1.581260,-7.800000,[H]c1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
GEN3-ROOT|GPT-3-3a0d76|CROSSOVER-714a65_23e8c1|CROSSOVER-97d34d_8e4401|CROSSOVER-9570cc_b5d838,-7.300000,0.761517,3.260732,-7.300000,[H]c1c([H])c([H])c(C([H])(C(F)=C(F)F)N(C(=O)c2c([H])c(C(=O)C([H])([H])[H])c([H])n2C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-57237f|CROSSOVER-7c8410_3c741e,-7.900000,0.649688,2.882303,-7.900000,[H]SC([H])([H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])nc(F)c(C([H])([H])[H])c1[H]
GEN3-ROOT|GPT-3-58c4d9|CROSSOVER-5e1240_f516e9,-7.900000,0.814114,2.206457,-7.900000,[H]c1c([H])c([H])c(C2(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-7d5452|CROSSOVER-4c6380_1e564e|CROSSOVER-6a2f00_03b6b8,-9.000000,0.373310,3.295089,-9.000000,[H]c1nc(F)c(C([H])([H])[H])c([H])c1N([H])C([H])(c1c([H])c([H])c([H])c([H])c1C([H])([H])N1N=C(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=O)C([H])([H])[H]
GEN3-ROOT|GPT-3-7d5452|CROSSOVER-4c6380_1e564e|CROSSOVER-6a2f00_6aacaa,-6.400000,0.710856,1.550144,-6.400000,[H]c1c([H])c([H])c(C([H])([H])N([H])[H])c(OC([H])([H])C([H])([H])[H])c1[H]
GEN3-ROOT|GPT-3-8c3110|CROSSOVER-f2bdef_e96847,-4.300000,0.404023,4.241355,-4.300000,[H]C(=O)OC([H])(C([H])([H])N([H])C([H])([H])[H])C1([H])OC1([H])[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e,-9.100000,0.609814,2.982921,-9.100000,[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])C4(C3([H])[H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e|CROSSOVER-8dc9f8_2376f4,-7.500000,0.775665,2.545400,-7.500000,[H]c1c([H])c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C3(C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e|CROSSOVER-8dc9f8_2671f8,-8.200000,0.694997,2.659937,-8.200000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c([H])c(Br)c2[H])C([H])([H])C([H])([H])[H])c1[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e|CROSSOVER-8dc9f8_3010e4,-10.200000,0.202132,2.429696,-10.200000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C([H])([H])C([H])([H])c3c([H])nc([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c3[H])c([H])c2F)c([H])c1[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e|CROSSOVER-8dc9f8_347ac1,-9.300000,0.553860,3.261730,-9.300000,[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])C4(C3([H])[H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c(C([H])([H])C([H])([H])N([H])[H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_6f587e|CROSSOVER-8dc9f8_8f4f0b,-10.000000,0.356297,2.975434,-10.000000,[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])N(N4C([H])([H])C([H])([H])c5nc(C(=O)C([H])([H])[H])c([H])c([H])c5C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_a29a1e|CROSSOVER-d4a375_3d5afd,-9.100000,0.765293,2.224795,-9.100000,[H]C#CC(N([H])C([H])([H])C(=O)C([H])([H])c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_a29a1e|CROSSOVER-d4a375_3d5afd|CROSSOVER-4c985d_5a1444,-6.700000,0.594704,1.698809,-6.700000,[H]c1c([H])c([H])c(C([H])([H])C([H])(F)F)c([H])c1[H]
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_a29a1e|CROSSOVER-d4a375_b6e0ec,-7.700000,0.639021,2.768577,-7.700000,[H]c1nc(-c2c([H])c(C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H])c([H])c([H])c2C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-96a418|CROSSOVER-e96847_a29a1e|CROSSOVER-d4a375_ee40fd,-9.700000,0.707747,2.462714,-9.700000,[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c(C(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])C([H])([H])C1([H])[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849,-8.300000,0.762812,1.540715,-8.300000,[H]c1c([H])c([H])c(C([H])([H])N(c2c([H])c([H])c(C([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_8dc9f8,-9.500000,0.498044,2.133763,-9.500000,[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_a2408d|CROSSOVER-b7198f_6aacaa,-6.900000,0.882241,2.903818,-6.900000,[H]c1c([H])c(C([H])([H])N([H])[H])c([H])c([H])c1N1C([H])([H])C([H])([H])C2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_a2408d|CROSSOVER-b7198f_7b2530,-8.700000,0.840031,2.517087,-8.700000,[H]c1nnc([H])c(N([H])[H])c1-c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c([H])c1F
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_a2408d|CROSSOVER-b7198f_b07564,-6.400000,0.433073,3.375183,-6.400000,[H]OC(=NC([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c1c(C([H])([H])[H])nn([H])c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_c62e96,-8.200000,0.762812,1.540715,-8.200000,[H]c1c([H])c([H])c(C([H])([H])N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_c62e96|CROSSOVER-aa1c3c_2c1ae8|CROSSOVER-19efc1_2abe20,-6.000000,0.488903,1.633364,-6.000000,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_1e2849|CROSSOVER-9534ae_c62e96|CROSSOVER-aa1c3c_2c1ae8|CROSSOVER-19efc1_b5d838,-8.400000,0.587668,3.056779,-8.400000,[H]c1c([H])c(C([H])(C(F)=C(F)F)N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c([H])c1Br
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55,-9.500000,0.332813,3.280771,-9.500000,[H]C(=O)c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(N=c3sc([H])c(C(=O)OC([H])([H])C([H])=C([H])[H])n3[H])c2F)c([H])c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55|CROSSOVER-12521d_6fc429_CROSSOVER-6fc429_0043ac,-6.800000,0.734352,2.864828,-6.800000,[H]n1nnc(-c2c(C([H])([H])C([H])([H])[H])noc2C([H])([H])[H])n1
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55|CROSSOVER-12521d_8e4401,-8.500000,0.156102,3.517855,-8.500000,[H]C([H])=C([H])C([H])([H])OC(=O)c1c([H])sc(=Nc2c([H])c([H])c([H])c(C([H])([H])N(c3nc([H])c([H])c(C([H])([H])N([H])C(=O)c4c([H])c(C(=O)C([H])([H])[H])c([H])n4C([H])([H])[H])c3[H])C([H])([H])[H])c2F)n1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55|CROSSOVER-12521d_8e4401|CROSSOVER-f3df89_56d363,-8.900000,0.602770,2.354315,-8.900000,[H]c1c(F)c([H])c2oc(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c2c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55|CROSSOVER-12521d_8e4401|CROSSOVER-f3df89_56d363|CROSSOVER-d24e02_b5d838,-9.100000,0.456185,2.867245,-9.100000,[H]c1c(F)c([H])c2oc(C(=O)C(F)=C(F)F)c([H])c2c1[H]
GEN3-ROOT|GPT-3-afd01a|CROSSOVER-e91e0d_bebb55|CROSSOVER-12521d_8e4401|CROSSOVER-f3df89_8b707a,-7.600000,0.138015,4.178191,-7.600000,[H]OC(=Nc1c([H])c([H])c(C([H])([H])C(F)=C(F)F)c(F)c1N=c1sc([H])c(C(=O)OC([H])([H])C([H])=C([H])[H])n1[H])C(=O)C(=O)C([H])([H])[H]
GEN3-ROOT|GPT-3-df35aa|CROSSOVER-445918_eddc57,-6.900000,0.881495,3.038636,-6.900000,[H]c1nn(C(=O)N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C(=O)C([H])([H])C2([H])[H])c1N([H])[H]
GEN3-ROOT|GPT-3-df35aa|CROSSOVER-445918_eddc57|CROSSOVER-eb79a4_4cc45f,-9.300000,0.800614,2.725667,-9.300000,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C(=O)C([H])([H])C2([H])[H])c(OC([H])([H])C2([H])Oc3c([H])c([H])c([H])c([H])c3C2([H])[H])c1[H]
GEN3-ROOT|GPT-3-df35aa|CROSSOVER-445918_eddc57|CROSSOVER-eb79a4_78a7b9,-7.900000,0.735384,1.949454,-7.900000,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(N2C([H])([H])C([H])([H])C(=O)C([H])([H])C2([H])[H])c1[H]
GEN3-ROOT|GPT-3-df35aa|CROSSOVER-445918_eddc57|CROSSOVER-eb79a4_fad45e,-7.300000,0.358596,3.481231,-7.300000,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C([H])([H])[H])c([H])c2[H])nn1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N(C(=O)n1nc([H])c(N([H])[H])c1C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])[H])C([H])([H])[H]
GEN4-ROOT|GPT-4-44f0cc|CROSSOVER-9a2611_aa4933_CROSSOVER-7d9114_9a2611,-7.200000,0.775966,2.809650,-7.200000,[H]Oc1nc(=O)n(C([H])([H])C([H])([H])C([H])([H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C([H])([H])C([H])([H])[H]
GEN4-ROOT|GPT-4-aa4114|CROSSOVER-729c3d_7c8410,-9.300000,0.528546,2.958740,-9.300000,[H]c1nc(F)c(C([H])([H])[H])c([H])c1N([H])C([H])(c1c([H])c([H])c(F)c([H])c1C(=O)N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H]
GEN4-ROOT|GPT-4-aa4114|CROSSOVER-729c3d_7c8410|CROSSOVER-03b6b8_2f8bd1,-8.500000,0.521082,2.992726,-8.500000,[H]c1nc(F)c(C([H])([H])[H])c([H])c1N([H])C([H])(c1c([H])c([H])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])N([H])[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621,-9.200000,0.495785,1.996434,-9.200000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2F)c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_0d2e9a,-6.900000,0.906420,2.893051,-6.900000,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C([H])([H])[H])c(Cl)c2F)nn1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_18c94b,-10.400000,0.193016,2.391964,-10.400000,[H]C(=O)c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(OC(=O)c3c(Oc4c([H])c([H])c([H])c([H])c4[H])nc([H])c([H])c3[H])c(F)c2[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_18c94b|CROSSOVER-0b5e00_03cb38,-8.300000,0.690983,2.074488,-8.300000,[H]C(=O)c1c([H])c([H])c(NC(=O)c2nc(Cl)c([H])c(C([H])([H])[H])c2[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_2f8bd1,-8.900000,0.550609,1.947600,-8.900000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c2[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_9534ae,-8.400000,0.783466,1.760441,-8.400000,[H]c1c([H])c([H])c(C([H])([H])N(c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2F)C([H])([H])[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_0b5e00|CROSSOVER-b08e44_1ab7fb|CROSSOVER-61aa7d_8ad45b,-5.800000,0.495636,1.439030,-5.800000,[H]C(=O)c1c([H])c([H])c([H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_0b5e00|CROSSOVER-b08e44_72c177,-8.500000,0.788363,2.275564,-8.500000,[H]C(=O)c1c([H])c([H])c(Br)c(-c2nc([H])c(F)c([H])c2[H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_2a794b,-7.500000,0.843788,2.579737,-7.500000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])[H])c(Br)c(F)c1C([H])([H])N([H])C1([H])C([H])([H])C1([H])[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_6a2f00|CROSSOVER-bdb43f_b6e0ec,-6.900000,0.623382,2.015708,-6.900000,[H]c1c([H])c([H])c(C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_786dca,-8.200000,0.869182,2.790216,-8.200000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c(F)c(F)c2[H])C([H])([H])N([H])C([H])([H])[H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_d4a375|CROSSOVER-73aa74_f9c159,-8.600000,0.804736,2.024591,-8.600000,[H]c1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c2N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_dde284_CROSSOVER-3003c5_5f738d,-9.100000,0.540348,2.107411,-9.100000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c2F)c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_ee40fd,-10.300000,0.316315,2.987034,-10.300000,[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c(OC(=O)c3c(Oc4c([H])c([H])c([H])c([H])c4[H])nc([H])c([H])c3[H])c(F)c2[H])C([H])([H])C1([H])[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_ee40fd|CROSSOVER-9718ad_0e66ad,-5.800000,0.655181,2.075961,-5.800000,[H]OC(=O)C([H])C([H])([H])N1C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_ee40fd|CROSSOVER-9718ad_50a457,-7.200000,0.670446,2.832841,-7.200000,[H]N=c1nc(O[H])c(N([H])[H])c([H])n1C(=O)c1c(Oc2c([H])c([H])c([H])c([H])c2[H])nc([H])c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_ee40fd|CROSSOVER-9718ad_e79029,-9.400000,0.534269,1.863612,-9.400000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c([H])c([H])c2F)c([H])c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_ee40fd|CROSSOVER-9718ad_e79029|CROSSOVER-fa1fc2_50197c|CROSSOVER-c29625_b77ae9,-8.800000,0.795753,1.848090,-8.800000,[H]c1c([H])c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(Oc2c([H])c([H])c(Br)c([H])c2F)c1[H]
GEN4-ROOT|GPT-4-d4b0cc|CROSSOVER-40cf42_c1e621|CROSSOVER-3010e4_fa10cc,-10.300000,0.592127,2.602727,-10.300000,[H]c1nc(-c2c([H])c([H])c([H])c(C([H])(Oc3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3F)C([H])([H])[H])c2[H])c([H])c([H])c1F
GEN5-ROOT|GPT-5-6a61f6|CROSSOVER-d2512d_ee3e6f,-8.700000,0.689287,2.159999,-8.700000,[H]c1c([H])c([H])c(-c2nn(C([H])([H])OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c1[H]
